,Unnamed: 0,Dwelling Type,Zone Classification,Linear Feet of Street,Plot Size,Type of Road,Type of Alley,Shape of Property,Flatness of Property,Types of Utilities Available,Plot Configuration,Slope of Property,Locations within Ames City limits,Proximity to Various Conditions,Overall Material Finish of House,Overall Condition,Original Construction Date,Remodel Date of Property,Type of Roof,Roof Material,Exterior Covering on House,Masonry veneer type,Masonry veneer area,Exterior Quality of the Material,Present Exterior condition of the Material,Type of Foundation,Height of the basement,General condition of Basement,Walkout or garden-level walls,Basement Finished area rating,Total basement area in square foot,Type of heating,Heating Quality and Condition,Central Air Conditioning,Electrical system,Total living area in square feet,Bedrooms(Excluded Basement Bedrooms),Kitchens,Kitchen Quality,Total Rooms(excluding bathrooms),Home functionality,Fireplaces,Fireplace Quality,Garage location,The Year of Garage Built,Interior finish of the garage,Capacity of cars in Garage,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Fence quality,Month sold,Year Sold,Type of sale,Condition of sale,Sale Price,TotalBathrooms,Total porch area in square feet,Age of property,Price per square foot of property
862,862,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,81,9672,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Sawyer West,NormalNormal,Above Average,Average,1984,1985,Hip,Standard (Composite) Shingle,Hard BoardPlywood,NA,0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living QuartersUnfinished,1040,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1097,3,1,Average/Typical,6,Typical Functionality,0,No Fireplace,Attached to the home,1986,Unfinished,2,480,Typical/Average,Typical/Average,Paved,Good Privacy,May,2010,Warranty Deed - Conventional,Normal Sale,152000,2.0,0,26,15.715467328370554
863,863,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,70,7931,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,NormalNormal,Average,Average,1959,1959,Hip,Standard (Composite) Shingle,Brick FacePlywood,NA,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living QuartersUnfinished,1148,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1148,3,1,Average/Typical,6,Typical Functionality,0,No Fireplace,Attached to the home,1959,Unfinished,1,672,Typical/Average,Typical/Average,Paved,Good Privacy,Jul,2009,Warranty Deed - Conventional,Normal Sale,132500,2.0,0,50,16.70659437649729
864,864,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,72,8640,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Somerset,NormalNormal,Good,Average,2007,2008,Gable,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,NA,0,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,UnfinishedUnfinished,1372,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1372,3,1,Good,6,Typical Functionality,0,No Fireplace,Attached to the home,2008,Finished,2,529,Typical/Average,Typical/Average,Paved,No Fence,May,2008,Home just constructed and sold,Home was not completed when last assessed,250580,2.0,140,1,29.002314814814813
865,865,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,8750,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,NormalNormal,Average,Above Average,1970,1970,Gable,Standard (Composite) Shingle,Metal SidingMetal Siding,Brick Face,76,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living QuartersUnfinished,1002,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1002,3,1,Average/Typical,5,Typical Functionality,0,No Fireplace,Detached from home,1973,Unfinished,2,902,Typical/Average,Typical/Average,Paved,Minimum Privacy,Aug,2009,Warranty Deed - Conventional,Normal Sale,148500,2.0,0,39,16.97142857142857
866,866,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,67,10656,Paved,No Alley Access,Slightly Irregular,Hillside,All Public Utilities,Inside Plot,Gentle Slope,Timberland,NormalNormal,Very Good,Average,2006,2007,Gable,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,Stone,274,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,UnfinishedUnfinished,1638,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1646,3,1,Good,6,Typical Functionality,1,Good - Masonry Fireplace on the main level,Attached to the home,2007,Rough Finished,3,870,Typical/Average,Typical/Average,Paved,No Fence,Nov,2007,Home just constructed and sold,Home was not completed when last assessed,248900,2.0,272,1,23.35773273273273
867,867,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,85,6970,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Sawyer,Adjacent to feeder streetNormal,Below Average,Average,1961,1961,Gable,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,NA,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living QuartersUnfinished,1040,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1120,3,1,Fair,5,Typical Functionality,0,No Fireplace,Attached to the home,1961,Rough Finished,2,544,Typical/Average,Typical/Average,Paved,No Fence,May,2007,Warranty Deed - Conventional,Normal Sale,129000,2.5,168,46,18.507890961262554
868,868,2-STORY 1946 & NEWER,Residential Low-Density,0,14762,Paved,No Alley Access,Moderately Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Gilbert,Adjacent to feeder streetNormal,Average,Above Average,1948,1950,Gable,Standard (Composite) Shingle,PlywoodPlywood,NA,0,Average/Typical,Average/Typical,Slab,No Basement,No Basement,No Exposure,No BasementNo Basement,0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,2320,2,1,Average/Typical,7,Typical Functionality,1,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1979,Unfinished,2,672,Typical/Average,Typical/Average,Partial Pavement,No Fence,May,2006,Warranty Deed - Conventional,Normal Sale,169000,2.0,264,58,11.448313236688795
869,869,2-STORY 1946 & NEWER,Residential Low-Density,80,9938,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer West,NormalNormal,Good,Average,1993,1994,Gable,Standard (Composite) Shingle,Metal SidingMetal Siding,Brick Face,246,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living QuartersUnfinished,1050,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1949,3,1,Good,8,Typical Functionality,1,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1993,Finished,2,574,Typical/Average,Typical/Average,Paved,Good Privacy,Jun,2010,Warranty Deed - Conventional,Normal Sale,236000,3.5,246,17,23.74723284363051
870,870,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,60,6600,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,"Near positive off-site feature--park, greenbelt, etcNormal",Average,Average,1962,1962,Hip,Standard (Composite) Shingle,Metal SidingMetal Siding,NA,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,UnfinishedUnfinished,894,Gas forced warm air furnace,Good,No,Standard Circuit Breakers & Romex,894,2,1,Average/Typical,5,Typical Functionality,0,No Fireplace,Detached from home,1962,Unfinished,1,308,Typical/Average,Typical/Average,Paved,No Fence,Aug,2009,Warranty Deed - Conventional,Normal Sale,109500,1.0,0,47,16.59090909090909
871,871,2-STORY 1946 & NEWER,Residential Low-Density,70,8750,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,College Creek,NormalNormal,Above Average,Average,1998,1998,Gable,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,Brick Face,116,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living QuartersUnfinished,804,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1682,3,1,Good,7,Typical Functionality,0,No Fireplace,Attached to the home,1998,Rough Finished,2,523,Typical/Average,Typical/Average,Paved,No Fence,Jun,2010,Warranty Deed - Conventional,Normal Sale,200500,2.5,77,12,22.914285714285715
872,872,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,74,8892,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,North Ames,NormalNormal,Average,Good,1953,1996,Gable,Standard (Composite) Shingle,Wood ShinglesWd Shng,NA,0,Good,Average/Typical,Stone,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,UnfinishedUnfinished,105,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,910,3,1,Good,5,Typical Functionality,0,No Fireplace,Attached to the home,1953,Unfinished,2,414,Typical/Average,Typical/Average,Paved,Good Wood,Oct,2008,Warranty Deed - Conventional,Normal Sale,116000,1.0,346,55,13.045434098065677
873,873,1-STORY W/FINISHED ATTIC ALL AGES,Residential Low-Density,60,12144,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,NormalNormal,Average,Good,1949,1950,Gable,Standard (Composite) Shingle,Hard BoardHard Board,NA,0,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec RoomUnfinished,832,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1268,3,1,Average/Typical,6,Typical Functionality,1,Good - Masonry Fireplace on the main level,Attached to the home,1949,Unfinished,1,288,Typical/Average,Typical/Average,Paved,No Fence,Sep,2009,Warranty Deed - Conventional,Normal Sale,133000,1.0,28,60,10.951910408432148
875,875,2-STORY 1946 & NEWER,Floating Village Residential,75,9000,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Somerset,NormalNormal,Very Good,Average,2007,2007,Gable,Standard (Composite) Shingle,Cement BoardCmentBd,NA,0,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living QuartersUnfinished,1184,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2610,4,1,Excellent,11,Typical Functionality,1,Good - Masonry Fireplace on the main level,Built-In (Garage part of the house - typically has room above the garage),2007,Finished,2,550,Typical/Average,Typical/Average,Paved,No Fence,Aug,2007,Home just constructed and sold,Home was not completed when last assessed,303477,2.5,572,0,33.71966666666667
876,876,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,94,25286,Paved,No Alley Access,Regular,Hillside,All Public Utilities,Inside Plot,Moderate Slope,Mitchell,NormalNormal,Below Average,Average,1963,1963,Gable,Standard (Composite) Shingle,Hard BoardPlywood,NA,0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Living QuartersUnfinished,1064,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1040,3,1,Average/Typical,5,Typical Functionality,0,No Fireplace,Attached to the home,1963,Unfinished,2,648,Typical/Average,Typical/Average,Paved,No Fence,Jan,2007,Warranty Deed - Conventional,Normal Sale,132250,2.0,0,44,5.2301668907695955
877,877,2-STORY 1946 & NEWER,Residential Low-Density,74,8834,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northridge Heights,NormalNormal,Excellent,Average,2004,2005,Hip,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,Stone,216,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living QuartersUnfinished,1462,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2224,4,1,Excellent,10,Typical Functionality,1,Good - Masonry Fireplace on the main level,Attached to the home,2004,Finished,3,738,Typical/Average,Typical/Average,Paved,No Fence,Jun,2009,Warranty Deed - Conventional,Normal Sale,350000,3.5,184,5,39.61965134706814
878,878,SPLIT FOYER,Residential Low-Density,88,11782,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer,NormalNormal,Average,Good,1961,1995,Gable,Standard (Composite) Shingle,Hard BoardHard Board,NA,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Average Living QuartersUnfinished,1109,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1155,3,1,Good,6,Minor Deductions 2,0,No Fireplace,Detached from home,1987,Unfinished,2,576,Typical/Average,Typical/Average,Paved,Minimum Privacy,Jun,2010,Warranty Deed - Conventional,Normal Sale,148000,2.0,192,49,12.561534544219997
879,879,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,7000,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,College Creek,NormalNormal,Average,Very Good,1978,2005,Gable,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,Brick Face,90,Good,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living QuartersUnfinished,864,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,864,3,1,Average/Typical,6,Typical Functionality,0,No Fireplace,Attached to the home,1978,Unfinished,1,336,Typical/Average,Typical/Average,Paved,Good Wood,Jul,2009,Warranty Deed - Conventional,Normal Sale,136500,2.0,0,31,19.5
880,880,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,60,7024,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Edwards,NormalNormal,Average,Average,2005,2006,Gable,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,NA,0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Good,No Exposure,Average Living QuartersUnfinished,1090,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1090,2,1,Average/Typical,5,Typical Functionality,0,No Fireplace,Attached to the home,2005,Finished,2,450,Typical/Average,Typical/Average,Paved,No Fence,Jun,2007,Warranty Deed - Conventional,Normal Sale,157000,2.5,49,2,22.351936218678816
881,881,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,44,13758,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,Timberland,NormalNormal,Good,Average,1990,1991,Gable,Standard (Composite) Shingle,Hard BoardHard Board,Brick Face,117,Good,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Low QualityUnfinished,1156,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1717,3,1,Good,7,Typical Functionality,1,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1990,Rough Finished,2,400,Typical/Average,Typical/Average,Paved,No Fence,Apr,2007,Warranty Deed - Conventional,Normal Sale,187500,2.5,204,17,13.628434365460096
882,882,2-STORY 1946 & NEWER,Residential Low-Density,0,9636,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Gilbert,NormalNormal,Above Average,Average,1992,1993,Gable,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,NA,0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,UnfinishedUnfinished,808,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1593,3,1,Average/Typical,7,Typical Functionality,1,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Built-In (Garage part of the house - typically has room above the garage),1993,Rough Finished,2,389,Typical/Average,Typical/Average,Paved,Minimum Privacy,Dec,2009,Warranty Deed - Conventional,Normal Sale,178000,2.5,382,17,18.47239518472395
883,883,2-1/2 STORY ALL AGES,Residential Low-Density,60,6204,Paved,No Alley Access,Regular,Banked,All Public Utilities,Inside Plot,Gentle Slope,South & West of Iowa State University,NormalNormal,Below Average,Average,1912,1950,Gable,Standard (Composite) Shingle,Wood SidingWood Siding,NA,0,Good,Average/Typical,Poured Contrete,Fair (70-79 inches),Fair - dampness or some cracking or settling,No Exposure,UnfinishedUnfinished,795,Gas forced warm air furnace,Average/Typical,No,Standard Circuit Breakers & Romex,2230,5,1,Average/Typical,10,Typical Functionality,0,No Fireplace,Detached from home,1997,Unfinished,1,440,Typical/Average,Good,Paved,No Fence,Mar,2006,Warranty Deed - Conventional,Normal Sale,118500,2.0,188,94,19.100580270793035
884,884,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,65,7150,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,NormalNormal,Average,Average,1967,1967,Gable,Standard (Composite) Shingle,Hard BoardHard Board,Brick Face,60,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living QuartersUnfinished,892,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,892,3,1,Average/Typical,5,Typical Functionality,0,No Fireplace,Attached to the home,1967,Rough Finished,1,288,Typical/Average,Typical/Average,Paved,Good Wood,Jul,2009,Warranty Deed - Conventional,Normal Sale,100000,1.0,0,42,13.986013986013987
885,885,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Floating Village Residential,50,5119,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,Somerset,NormalNormal,Excellent,Average,1999,2000,Gable,Standard (Composite) Shingle,Metal SidingMetal Siding,Brick Face,60,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living QuartersUnfinished,1698,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1709,2,1,Good,5,Typical Functionality,1,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1999,Finished,2,506,Typical/Average,Typical/Average,Paved,No Fence,Jan,2008,Warranty Deed - Cash,"Abnormal Sale -  trade, foreclosure, short sale",328900,3.0,162,9,64.2508302402813
